"SeatIndex","STATE","CONSTITUENCY","NAME","WINNER","PARTY","SYMBOL","GENDER","CRIMINAL.CASES","AGE","CATEGORY","EDUCATION","ASSETS","LIABILITIES","GENERAL.VOTES","POSTAL.VOTES","TOTAL.VOTES","OVER.TOTAL.ELECTORS..IN.CONSTITUENCY","OVER.TOTAL.VOTES.POLLED..IN.CONSTITUENCY","TOTAL.ELECTORS"
204,"Uttar Pradesh","HAMIRPUR","KUNWAR PUSHPENDRA SINGH CHANDEL",1,"BJP","Lotus","MALE",0,45,"GENERAL","Post Graduate","Rs 16,71,59,924
 ~ 16 Crore+","Rs 3,55,02,582
 ~ 3 Crore+",574101,1021,575122,32.88102453,52.76208248,1749100
205,"Uttar Pradesh","HARDOI","Jai Prakash",1,"BJP","Lotus","MALE",0,61,"SC","Graduate","Rs 23,40,32,624
 ~ 23 Crore+","Rs 26,15,368
 ~ 26 Lacs+",567244,899,568143,31.43915813,53.70748322,1807119
206,"Uttarakhand","HARDWAR","Ramesh Pokhriyal 'Nishank'",1,"BJP","Lotus","MALE",0,59,"GENERAL","Doctorate","Rs 2,87,39,888
 ~ 2 Crore+","Rs 16,444
 ~ 16 Thou+",661050,4624,665674,36.1634301,52.27561326,1840738
207,"Karnataka","HASSAN","PRAJWAL REVANNA",1,"JD(S)","A lady farmer carrying paddy on her head","MALE",0,28,"GENERAL","Graduate Professional","Rs 9,78,48,632
 ~ 9 Crore+","Rs 3,72,53,210
 ~ 3 Crore+",675512,1094,676606,40.93202718,52.91552908,1652999
208,"Uttar Pradesh","HATHRAS","RAJVIR DILER",1,"BJP","Lotus","MALE",0,61,"SC","12th Pass","Rs 1,49,30,000
 ~ 1 Crore+","Rs 0
 ~",679799,4500,684299,36.70501845,59.42876051,1864320
209,"Maharashtra","HATKANANGLE","Dhairyasheel Sambhajirao Mane",1,"SHS","Bow and Arrow","MALE",0,38,"GENERAL","Graduate","Rs 4,77,71,462
 ~ 4 Crore+","Rs 4,15,99,959
 ~ 4 Crore+",582776,3000,585776,32.97257895,46.70094307,1776555
210,"Karnataka","HAVERI","UDASI. S.C.",1,"BJP","Lotus","MALE",0,52,"GENERAL","12th Pass","Rs 71,84,99,195
 ~ 71 Crore+","Rs 16,55,66,495
 ~ 16 Crore+",681147,2513,683660,40.01498382,53.92116654,1708510
211,"Jharkhand","HAZARIBAGH","JAYANT SINHA",1,"BJP","Lotus","MALE",0,55,"GENERAL","Post Graduate","Rs 77,07,49,002
 ~ 77 Crore+","Rs 19,32,71,437
 ~ 19 Crore+",727359,1439,728798,43.70694437,67.39505559,1667465
212,"Andhra Pradesh","HINDUPUR","KURUVA GORANTLA MADHAV",1,"YSRCP","Ceiling Fan","MALE",0,50,"GENERAL","Graduate","Rs 17,87,356
 ~ 17 Lacs+","Rs 7,30,332
 ~ 7 Lacs+",699739,6863,706602,44.77214174,52.73043006,1578218
213,"Maharashtra","HINGOLI","Hemant Patil",1,"SHS","Bow and Arrow","MALE",0,48,"GENERAL","Graduate","Rs 1,85,94,458
 ~ 1 Crore+","Rs 12,99,983
 ~ 12 Lacs+",583392,2920,586312,33.81797271,50.59792003,1733729
214,"Haryana","HISAR","BRIJENDRA SINGH",1,"BJP","Lotus","MALE",0,46,"GENERAL","Post Graduate","Rs 14,64,08,734
 ~ 14 Crore+","Rs 2,72,25,637
 ~ 2 Crore+",599951,3338,603289,36.97038332,51.04494711,1631817
215,"West Bengal","HOOGHLY","LOCKET CHATTERJEE",1,"BJP","Lotus","FEMALE",0,45,"GENERAL","Graduate","Rs 3,56,55,698
 ~ 3 Crore+","Rs 0
 ~",670031,1417,671448,38.00790331,46.03265795,1766601
216,"Madhya Pradesh","HOSHANGABAD","UDAY PRATAP SINGH",1,"BJP","Lotus","MALE",0,54,"GENERAL","Graduate","Rs 15,47,83,105
 ~ 15 Crore+","Rs 91,03,300
 ~ 91 Lacs+",876911,1016,877927,51.45688428,69.32987655,1706141
217,"Punjab","HOSHIARPUR","SOM PARKASH",1,"BJP","Lotus","MALE",0,70,"SC","Post Graduate","Rs 2,94,04,519
 ~ 2 Crore+","Rs 0
 ~",416711,4609,421320,26.37370892,42.48612183,1597500
218,"West Bengal","HOWRAH","Prasun Banerjee",1,"AITC","Flowers and Grass","MALE",0,64,"GENERAL","Graduate","Rs 1,32,16,066
 ~ 1 Crore+","Rs 0
 ~",576499,212,576711,35.29605092,47.16669884,1633925
219,"Telangana","HYDERABAD","ASADUDDIN OWAISI",1,"AIMIM","Kite","MALE",0,49,"GENERAL","Graduate Professional","Rs 17,90,44,376
 ~ 17 Crore+","Rs 12,05,00,000
 ~ 12 Crore+",517239,232,517471,26.42948092,58.94143228,1957931
220,"Kerala","IDUKKI","Adv. DEAN KURIAKOSE",1,"INC","Hand","MALE",0,37,"GENERAL","Post Graduate","Rs 1,33,95,011
 ~ 1 Crore+","Rs 1,00,00,000
 ~ 1 Crore+",497697,796,498493,41.39650604,54.21000719,1204191
221,"Madhya Pradesh","INDORE","SHANKAR LALWANI",1,"BJP","Lotus","MALE",0,57,"GENERAL","Graduate Professional","Rs 5,90,38,508
 ~ 5 Crore+","Rs 21,06,382
 ~ 21 Lacs+",1066824,1745,1068569,45.45980141,65.57267296,2350580
222,"Manipur","INNER MANIPUR","DR RAJKUMAR RANJAN SINGH",1,"BJP","Lotus","MALE",0,67,"GENERAL","Doctorate","Rs 1,96,16,174
 ~ 1 Crore+","Rs 0
 ~",261802,1830,263632,28.12182654,34.66762048,937464
223,"Madhya Pradesh","JABALPUR","RAKESH SINGH",1,"BJP","Lotus","MALE",0,56,"GENERAL","Graduate","Rs 4,31,34,351
 ~ 4 Crore+","Rs 13,87,000
 ~ 13 Lacs+",825674,780,826454,45.41223028,65.38091546,1819893
224,"West Bengal","JADAVPUR","MIMI CHAKRABORTY",1,"AITC","Flowers and Grass","FEMALE",0,30,"GENERAL","Graduate","Rs 2,43,98,786
 ~ 2 Crore+","Rs 19,00,788
 ~ 19 Lacs+",687773,699,688472,37.89357115,47.90093531,1816857
225,"Odisha","JAGATSINGHPUR","RAJASHREE MALLICK",1,"BJD","Conch","FEMALE",0,54,"SC","Graduate Professional","Rs 4,00,23,972
 ~ 4 Crore+","Rs 14,33,305
 ~ 14 Lacs+",618955,1030,619985,37.72127562,50.41237507,1643595
226,"Bihar","JAHANABAD","CHANDESHWAR PRASAD",1,"JD(U)","Arrow","MALE",0,68,"GENERAL","10th Pass","Rs 13,92,71,693
 ~ 13 Crore+","Rs 0
 ~",333191,2393,335584,21.12645377,40.81373528,1588454
227,"Rajasthan","JAIPUR","Ramcharan Bohra",1,"BJP","Lotus","MALE",0,61,"GENERAL","12th Pass","Rs 16,53,22,707
 ~ 16 Crore+","Rs 2,20,00,000
 ~ 2 Crore+",918472,5593,924065,43.44409388,63.44395423,2127021
228,"Rajasthan","JAIPUR RURAL","COL. RAJYAVARDHAN RATHORE",1,"BJP","Lotus","MALE",0,49,"GENERAL","Graduate","Rs 12,78,08,070
 ~ 12 Crore+","Rs 0
 ~",811626,8506,820132,42.00329622,64.08948578,1952542
229,"Odisha","JAJPUR","SARMISTHA SETHI",1,"BJD","Conch","FEMALE",0,45,"SC","Post Graduate","Rs 1,58,37,082
 ~ 1 Crore+","Rs 0
 ~",542476,1544,544020,36.88253683,49.77469544,1475007
230,"Punjab","JALANDHAR","Santokh Singh Chaudhary",1,"INC","Hand","MALE",0,72,"SC","Graduate Professional","Rs 9,99,25,185
 ~ 9 Crore+","Rs 25,34,363
 ~ 25 Lacs+",385449,263,385712,23.85329044,37.83704776,1617018
231,"Uttar Pradesh","JALAUN","BHANU PRATAP SINGH VERMA",1,"BJP","Lotus","MALE",0,60,"SC","Post Graduate","Rs 1,06,99,516
 ~ 1 Crore+","Rs 12,265
 ~ 12 Thou+",579723,2040,581763,30.09080574,51.44948556,1933358
232,"Maharashtra","JALGAON","Unmesh Bhaiyyasaheb Patil",1,"BJP","Lotus","MALE",0,40,"GENERAL","Graduate Professional","Rs 1,23,24,604
 ~ 1 Crore+","Rs 25,29,954
 ~ 25 Lacs+",709510,4364,713874,36.96147872,65.35590005,1931400
233,"Rajasthan","JALORE","Devaji Patel",1,"BJP","Lotus","MALE",0,42,"GENERAL","10th Pass","Rs 8,83,32,292
 ~ 8 Crore+","Rs 6,09,36,530
 ~ 6 Crore+",772383,450,772833,37.31250398,56.75805489,2071244
234,"West Bengal","JALPAIGURI","Dr. JAYANTA KUMAR ROY",1,"BJP","Lotus","MALE",0,51,"SC","Graduate Professional","Rs 1,16,25,047
 ~ 1 Crore+","Rs 13,52,581
 ~ 13 Lacs+",757806,2339,760145,43.80067809,50.62978768,1735464
235,"Jammu & Kashmir","JAMMU","Jugal Kishore",1,"BJP","Lotus","MALE",0,56,"GENERAL","10th Pass","Rs 5,64,81,801
 ~ 5 Crore+","Rs 35,00,40,219
 ~ 35 Crore+",840214,17852,858066,41.91203838,57.80608426,2047302
236,"Gujarat","JAMNAGAR","POONAMBEN HEMATBHAI MAADAM",1,"BJP","Lotus","FEMALE",0,44,"GENERAL","Graduate","Rs 42,73,31,034
 ~ 42 Crore+","Rs 9,86,32,194
 ~ 9 Crore+",587501,4087,591588,35.69877731,58.48915763,1657166
237,"Jharkhand","JAMSHEDPUR","Bidyut Baran Mahato",1,"BJP","Lotus","MALE",0,56,"GENERAL","12th Pass","Rs 2,77,50,671
 ~ 2 Crore+","Rs 29,61,830
 ~ 29 Lacs+",678984,648,679632,39.9013902,59.3862256,1703279
238,"Bihar","JAMUI (SC)","CHIRAG KUMAR PASWAN",1,"LJP","Bungalow","MALE",0,37,"SC","Graduate Professional","Rs 1,84,66,066
 ~ 1 Crore+","Rs 0
 ~",527860,1274,529134,30.78483187,55.72406617,1718814
239,"West Bengal","JANGIPUR","KHALILUR RAHAMAN",1,"AITC","Flowers and Grass","MALE",0,58,"GENERAL","Graduate","Rs 36,83,06,705
 ~ 36 Crore+","Rs 22,48,968
 ~ 22 Lacs+",562518,320,562838,34.82449405,43.14161344,1616213
240,"Chhattisgarh","JANJGIR-CHAMPA","GUHARAM AJGALLEY",1,"BJP","Lotus","MALE",0,52,"SC","Graduate Professional","Rs 1,84,00,837
 ~ 1 Crore+","Rs 0
 ~",570486,2304,572790,30.19238493,45.87920934,1897134
241,"Uttar Pradesh","JAUNPUR","SHYAM SINGH YADAV",1,"BSP","Elephant","MALE",0,65,"GENERAL","Post Graduate","Rs 14,07,17,620
 ~ 14 Crore+","Rs 35,77,000
 ~ 35 Lacs+",520046,1082,521128,27.89800297,50.02030076,1867976
242,"West Bengal","JAYNAGAR","PRATIMA MONDAL",1,"AITC","Flowers and Grass","FEMALE",0,53,"SC","Post Graduate","Rs 2,74,71,675
 ~ 2 Crore+","Rs 0
 ~",760934,268,761202,46.1794941,56.11986558,1648355
243,"Rajasthan","JHALAWAR-BARAN","DUSHYANT SINGH",1,"BJP","Lotus","MALE",0,48,"GENERAL","Post Graduate","Rs 37,04,32,373
 ~ 37 Crore+","Rs 8,58,24,156
 ~ 8 Crore+",887017,383,887400,46.61032528,64.77291888,1903870
244,"Bihar","JHANJHARPUR","Ramprit Mandal",1,"JD(U)","Arrow","MALE",0,63,"GENERAL","10th Pass","Rs 8,81,19,686
 ~ 8 Crore+","Rs 10,00,000
 ~ 10 Lacs+",601597,794,602391,32.51918979,56.70144043,1852417
245,"Uttar Pradesh","JHANSI","Anurag Sharma",1,"BJP","Lotus","MALE",0,54,"GENERAL","Post Graduate","Rs 1,24,30,60,113
 ~ 124 Crore+","Rs 1,42,12,970
 ~ 1 Crore+",808371,901,809272,39.65583056,58.59491865,2040739
246,"West Bengal","JHARGRAM","Kunar Hembram",1,"BJP","Lotus","MALE",0,56,"ST","Graduate Professional","Rs 1,03,87,498
 ~ 1 Crore+","Rs 5,65,000
 ~ 5 Lacs+",623373,3210,626583,38.16281211,44.52595203,1641868
247,"Rajasthan","JHUNJHUNU","NARENDRA KUMAR",1,"BJP","Lotus","MALE",0,58,"GENERAL","Graduate","Rs 4,74,74,109
 ~ 4 Crore+","Rs 32,78,401
 ~ 32 Lacs+",722994,15169,738163,38.09122537,61.32439757,1937882
248,"Rajasthan","JODHPUR","Gajendra Singh Shekhawat",1,"BJP","Lotus","MALE",0,51,"GENERAL","Post Graduate","Rs 13,80,29,511
 ~ 13 Crore+","Rs 5,85,73,744
 ~ 5 Crore+",781166,7722,788888,40.31613564,58.52575759,1956755
249,"Assam","JORHAT","TOPON KUMAR GOGOI",1,"BJP","Lotus","MALE",0,50,"GENERAL","Post Graduate","Rs 1,25,97,461
 ~ 1 Crore+","Rs 4,55,398
 ~ 4 Lacs+",540942,2346,543288,39.80029816,51.31070437,1365035
250,"Gujarat","JUNAGADH","CHUDASAMA RAJESHBHAI NARANBHAI",1,"BJP","Lotus","MALE",0,36,"GENERAL","12th Pass","Rs 1,08,66,041
 ~ 1 Crore+","Rs 14,81,768
 ~ 14 Lacs+",543429,4315,547744,33.34079997,54.38003598,1642864
251,"Gujarat","KACHCHH","CHAVDA VINOD LAKHAMSHI",1,"BJP","Lotus","MALE",0,40,"SC","Post Graduate","Rs 3,35,08,455
 ~ 3 Crore+","Rs 1,24,58,607
 ~ 1 Crore+",631753,5281,637034,36.52045696,62.20111858,1744321
252,"Andhra Pradesh","KADAPA","Y.S.Avinash Reddy",1,"YSRCP","Ceiling Fan","MALE",0,34,"GENERAL","Post Graduate","Rs 18,69,69,794
 ~ 18 Crore+","Rs 2,28,33,319
 ~ 2 Crore+",777967,5532,783499,49.89390765,63.41312795,1570330
253,"Uttar Pradesh","KAIRANA","Pradeep Kumar",1,"BJP","Lotus","MALE",0,48,"GENERAL","Post Graduate","Rs 1,72,92,937
 ~ 1 Crore+","Rs 13,00,000
 ~ 13 Lacs+",564380,2581,566961,34.01691843,50.43181319,1666703
254,"Uttar Pradesh","KAISERGANJ","Brijbhusan Sharan Singh",1,"BJP","Lotus","MALE",0,62,"GENERAL","Graduate Professional","Rs 9,89,05,402
 ~ 9 Crore+","Rs 6,15,24,736
 ~ 6 Crore+",580226,1132,581358,32.19132798,59.1819595,1805946
255,"Andhra Pradesh","KAKINADA","VANGA GEETHAVISWANATH",1,"YSRCP","Ceiling Fan","FEMALE",0,55,"GENERAL","Post Graduate","Rs 20,25,28,594
 ~ 20 Crore+","Rs 3,44,16,887
 ~ 3 Crore+",534655,2975,537630,34.3768583,43.46894521,1563930
256,"Odisha","KALAHANDI","BASANTA KUMAR PANDA",1,"BJP","Lotus","MALE",0,58,"GENERAL","12th Pass","Rs 95,47,000
 ~ 95 Lacs+","Rs 0
 ~",429710,3364,433074,26.8813747,35.18269535,1611056
257,"Assam","KALIABOR","Gaurav Gogoi",1,"INC","Hand","MALE",0,36,"GENERAL","Post Graduate","Rs 1,37,27,834
 ~ 1 Crore+","Rs 12,50,000
 ~ 12 Lacs+",785014,1078,786092,45.30951538,55.17228794,1734938
258,"Tamil Nadu","KALLAKURICHI","Gautham Sigamani Pon",1,"DMK","Rising Sun","MALE",0,44,"GENERAL","Post Graduate","Rs 47,11,86,830
 ~ 47 Crore+","Rs 8,11,31,909
 ~ 8 Crore+",716961,4752,721713,47.20354913,59.89642595,1528938
259,"Maharashtra","KALYAN","Dr. SHRIKANT EKNATH SHINDE",1,"SHS","Bow and Arrow","MALE",0,32,"GENERAL","Post Graduate","Rs 1,96,16,515
 ~ 1 Crore+","Rs 12,41,233
 ~ 12 Lacs+",558023,1700,559723,28.47483512,62.84136379,1965676
260,"Tamil Nadu","KANCHEEPURAM","Selvam.G",1,"DMK","Rising Sun","MALE",0,44,"SC","Post Graduate","Rs 4,81,72,936
 ~ 4 Crore+","Rs 0
 ~",680087,3917,684004,41.60628519,55.24367649,1643992
261,"Odisha","KANDHAMAL","ACHYUTANANDA SAMANTA",1,"BJD","Conch","MALE",0,55,"GENERAL","Doctorate","Rs 12,44,722
 ~ 12 Lacs+","Rs 0
 ~",461154,525,461679,35.82611786,49.00837649,1288666
262,"Himachal Pradesh","KANGRA","Kishan Kapoor",1,"BJP","Lotus","MALE",0,67,"ST","12th Pass","Rs 8,58,41,247
 ~ 8 Crore+","Rs 36,05,161
 ~ 36 Lacs+",712133,13085,725218,50.8091286,71.83534148,1427338
263,"Chhattisgarh","KANKER","MOHAN MANDAVI",1,"BJP","Lotus","MALE",0,61,"ST","Post Graduate","Rs 2,86,75,553
 ~ 2 Crore+","Rs 6,79,000
 ~ 6 Lacs+",543376,2857,546233,35.03847456,47.07918945,1558952
264,"Uttar Pradesh","KANNAUJ","SUBRAT PATHAK",1,"BJP","Lotus","MALE",0,39,"GENERAL","Graduate","Rs 5,42,87,991
 ~ 5 Crore+","Rs 2,89,93,930
 ~ 2 Crore+",561286,1801,563087,30.03412587,49.35095553,1874824
265,"Tamil Nadu","KANNIYAKUMARI","Vasanthakumar. H",1,"INC","Hand","MALE",0,68,"GENERAL","Post Graduate","Rs 4,17,49,30,444
 ~ 417 Crore+","Rs 1,54,75,11,439
 ~ 154 Crore+",624627,2608,627235,41.78084929,59.76928362,1501250
266,"Kerala","KANNUR","K. SUDHAKARAN",1,"INC","Hand","MALE",0,70,"GENERAL","Post Graduate","Rs 2,96,99,206
 ~ 2 Crore+","Rs 74,68,633
 ~ 74 Lacs+",527685,2056,529741,41.82551024,50.22450903,1266550
267,"Uttar Pradesh","KANPUR","Satyadev Pachauri",1,"BJP","Lotus","MALE",0,71,"GENERAL","Post Graduate","Rs 13,23,82,819
 ~ 13 Crore+","Rs 3,10,52,190
 ~ 3 Crore+",466442,2495,468937,28.71658799,55.59953001,1632983
268,"West Bengal","KANTHI","Adhikari Sisir",1,"AITC","Flowers and Grass","MALE",0,77,"GENERAL","12th Pass","Rs 3,39,79,650
 ~ 3 Crore+","Rs 0
 ~",711233,639,711872,42.88005821,49.95712178,1660147
269,"Bihar","KARAKAT","MAHABALI SINGH",1,"JD(U)","Arrow","MALE",0,64,"GENERAL","8th Pass","Rs 4,34,42,051
 ~ 4 Crore+","Rs 30,00,000
 ~ 30 Lacs+",396282,2126,398408,22.49299084,45.81793258,1771254
270,"Rajasthan","KARAULI-DHOLPUR","MANOJ RAJORIA",1,"BJP","Lotus","MALE",0,49,"SC","Post Graduate","Rs 6,48,67,148
 ~ 6 Crore+","Rs 2,21,21,569
 ~ 2 Crore+",523801,2642,526443,29.07602782,52.69014042,1810574
271,"Assam","KARIMGANJ","KRIPANATH MALLAH",1,"BJP","Lotus","MALE",0,46,"SC","Graduate","Rs 18,71,040
 ~ 18 Lacs+","Rs 0
 ~",471946,1100,473046,35.29738325,44.57819744,1340173
272,"Telangana","KARIMNAGAR","BANDI SANJAY KUMAR",1,"BJP","Lotus","MALE",0,47,"GENERAL","Post Graduate","Rs 22,70,000
 ~ 22 Lacs+","Rs 13,41,800
 ~ 13 Lacs+",497462,814,498276,30.17033162,43.39623463,1651543
273,"Haryana","KARNAL","Sanjay Bhatia",1,"BJP","Lotus","MALE",0,51,"GENERAL","Graduate","Rs 22,56,739
 ~ 22 Lacs+","Rs 5,00,000
 ~ 5 Lacs+",909432,2162,911594,47.87298346,70.04319717,1904193
274,"Tamil Nadu","KARUR","Jothimani S",1,"INC","Hand","FEMALE",0,43,"GENERAL","Post Graduate","Rs 60,46,055
 ~ 60 Lacs+","Rs 3,79,000
 ~ 3 Lacs+",691518,4179,695697,50.14805887,63.03630243,1387286
275,"Kerala","KASARAGOD","Rajmohan Unnithan",1,"INC","Hand","MALE",0,65,"GENERAL","Graduate","Rs 2,15,70,257
 ~ 2 Crore+","Rs 8,62,257
 ~ 8 Lacs+",473983,978,474961,34.82279607,43.17438703,1363937
276,"Bihar","KATIHAR","DULAL CHANDRA GOSWAMI",1,"JD(U)","Arrow","MALE",0,51,"GENERAL","Graduate","Rs 1,33,02,734
 ~ 1 Crore+","Rs 31,30,766
 ~ 31 Lacs+",558984,439,559423,33.83566607,50.02490412,1653353
277,"Uttar Pradesh","KAUSHAMBI","VINOD KUMAR SONKAR",1,"BJP","Lotus","MALE",0,49,"SC","Graduate","Rs 5,93,36,113
 ~ 5 Crore+","Rs 2,07,30,086
 ~ 2 Crore+",381517,1492,383009,21.43163302,39.28148368,1787120
278,"Odisha","KENDRAPARA","Anubhav Mohanty",1,"BJD","Conch","MALE",0,37,"GENERAL","Graduate","Rs 2,23,09,172
 ~ 2 Crore+","Rs 41,33,506
 ~ 41 Lacs+",629349,830,630179,36.83284276,50.88457489,1710916
279,"Punjab","KHADOOR SAHIB","JASBIR SINGH GILL (DIMPA)",1,"INC","Hand","MALE",0,48,"GENERAL","Others","Rs 8,13,93,500
 ~ 8 Crore+","Rs 46,55,000
 ~ 46 Lacs+",457990,1720,459710,28.05090424,43.85918046,1638842
280,"Bihar","KHAGARIA","Choudhary Mehboob Ali Kaiser",1,"LJP","Bungalow","MALE",0,52,"GENERAL","Graduate","Rs 10,97,88,313
 ~ 10 Crore+","Rs 0
 ~",509138,1055,510193,30.43286604,52.73797796,1676454
281,"Madhya Pradesh","KHAJURAHO","V.D. SHARMA (VISHNU DATT SHARMA)",1,"BJP","Lotus","MALE",0,49,"GENERAL","Post Graduate","Rs 1,05,89,334
 ~ 1 Crore+","Rs 25,07,176
 ~ 25 Lacs+",810410,725,811135,44.03328819,64.46194756,1842095
282,"Telangana","KHAMMAM","NAMA NAGESWR RAO",1,"TRS","Car","MALE",0,62,"GENERAL","12th Pass","Rs 1,07,46,71,341
 ~ 107 Crore+","Rs 8,07,21,594
 ~ 8 Crore+",566621,838,567459,37.48550841,49.7837431,1513809
283,"Madhya Pradesh","KHANDWA","NANDKUMAR SINGH CHOUHAN (NANDU BHAIYA)",1,"BJP","Lotus","MALE",0,66,"GENERAL","Post Graduate","Rs 1,90,76,515
 ~ 1 Crore+","Rs 48,19,099
 ~ 48 Lacs+",837969,940,838909,43.94367894,57.14031751,1909055
284,"Madhya Pradesh","KHARGONE","GAJENDRA UMRAO SINGH PATEL",1,"BJP","Lotus","MALE",0,43,"ST","Graduate Professional","Rs 6,73,03,990
 ~ 6 Crore+","Rs 18,85,020
 ~ 18 Lacs+",772221,1329,773550,42.16944644,54.1700922,1834385
285,"Gujarat","KHEDA","Chauhan Devusinh",1,"BJP","Lotus","MALE",0,54,"GENERAL","Others","Rs 1,30,23,202
 ~ 1 Crore+","Rs 9,95,240
 ~ 9 Lacs+",711757,2815,714572,39.6098065,64.89189255,1804028
286,"Uttar Pradesh","KHERI","Ajay Kumar",1,"BJP","Lotus","MALE",0,60,"GENERAL","Graduate Professional","Rs 4,52,95,455
 ~ 4 Crore+","Rs 0
 ~",609285,304,609589,34.42646096,53.62456148,1770699
287,"Jharkhand","KHUNTI","ARJUN MUNDA",1,"BJP","Lotus","MALE",0,50,"ST","12th Pass","Rs 9,15,07,865
 ~ 9 Crore+","Rs 2,71,06,434
 ~ 2 Crore+",381566,1072,382638,31.81586877,45.9440897,1202664
288,"Bihar","KISHANGANJ","Dr. Mohammad Jawed",1,"INC","Hand","MALE",0,54,"GENERAL","Graduate Professional","Rs 9,09,73,803
 ~ 9 Crore+","Rs 53,83,958
 ~ 53 Lacs+",366820,197,367017,22.11410712,33.31502756,1659651
289,"Jharkhand","KODARMA","ANNPURNA DEVI",1,"BJP","Lotus","FEMALE",0,50,"GENERAL","Post Graduate","Rs 9,76,36,939
 ~ 9 Crore+","Rs 31,89,066
 ~ 31 Lacs+",751996,1020,753016,41.50849583,62.25016761,1814125
290,"Assam","KOKRAJHAR","Naba Kumar Sarania",1,"IND","Battery Torch","MALE",0,50,"ST","12th Pass","Rs 1,30,13,994
 ~ 1 Crore+","Rs 1,75,069
 ~ 1 Lacs+",482556,2004,484560,27.27828512,32.74620475,1776358
291,"Karnataka","KOLAR","S. MUNISWAMY",1,"BJP","Lotus","MALE",0,44,"SC","12th Pass","Rs 17,45,57,500
 ~ 17 Crore+","Rs 1,98,65,690
 ~ 1 Crore+",707930,1235,709165,43.50809621,56.32348047,1629961
292,"Maharashtra","KOLHAPUR","Sanjay Sadashivrao Mandlik",1,"SHS","Bow and Arrow","MALE",0,54,"GENERAL","Post Graduate","Rs 9,51,71,892
 ~ 9 Crore+","Rs 1,05,80,414
 ~ 1 Crore+",745675,3410,749085,39.8344373,56.21634156,1880496
293,"West Bengal","KOLKATA DAKSHIN","Mala Roy",1,"AITC","Flowers and Grass","FEMALE",0,61,"GENERAL","Graduate","Rs 1,03,08,401
 ~ 1 Crore+","Rs 0
 ~",572188,931,573119,33.15028305,47.47994327,1728851
294,"West Bengal","KOLKATA UTTAR","BANDYOPADHYAY SUDIP",1,"AITC","Flowers and Grass","MALE",0,70,"GENERAL","Graduate Professional","Rs 6,11,76,355
 ~ 6 Crore+","Rs 0
 ~",474490,401,474891,32.88532092,49.95492506,1444082
295,"Kerala","KOLLAM","N.K.Premachandran",1,"RSP","Spade & Stoker","MALE",0,58,"GENERAL","Graduate Professional","Rs 1,75,00,650
 ~ 1 Crore+","Rs 32,70,587
 ~ 32 Lacs+",497264,2413,499677,38.53391634,51.56534921,1296720
296,"Karnataka","KOPPAL","KARADI SANGANNA AMARAPPA",1,"BJP","Lotus","MALE",0,64,"GENERAL","10th Pass","Rs 2,87,25,791
 ~ 2 Crore+","Rs 2,24,75,333
 ~ 2 Crore+",584997,1786,586783,33.78737635,49.28352876,1736693
297,"Odisha","KORAPUT","SAPTAGIRI SANKAR ULAKA",1,"INC","Hand","MALE",0,40,"ST","Graduate Professional","Rs 3,75,87,560
 ~ 3 Crore+","Rs 12,17,963
 ~ 12 Lacs+",370434,695,371129,25.87375487,34.34252301,1434384
298,"Chhattisgarh","KORBA","JYOTSNA CHARANDAS MAHANT",1,"INC","Hand","FEMALE",0,65,"GENERAL","Post Graduate","Rs 15,06,39,697
 ~ 15 Crore+","Rs 0
 ~",522671,639,523310,34.68293524,46.00838914,1508840
299,"Rajasthan","KOTA","OM BIRLA",1,"BJP","Lotus","MALE",0,56,"GENERAL","Post Graduate","Rs 4,83,47,737
 ~ 4 Crore+","Rs 0
 ~",796071,3980,800051,41.07016904,58.48633846,1948010
300,"Kerala","KOTTAYAM","Thomas Chazhikadan",1,"KEC(M)","Two Leaves","MALE",0,66,"GENERAL","Graduate Professional","Rs 2,60,27,478
 ~ 2 Crore+","Rs 4,95,778
 ~ 4 Lacs+",420294,752,421046,34.89240887,46.23586721,1206698
301,"Kerala","KOZHIKODE","M.K.RAGHAVAN",1,"INC","Hand","MALE",0,66,"GENERAL","Graduate","Rs 1,25,02,009
 ~ 1 Crore+","Rs 31,74,805
 ~ 31 Lacs+",491835,1609,493444,37.43816501,45.82154776,1318024
302,"Tamil Nadu","KRISHNAGIRI","Dr.A.CHELLAKUMAR",1,"INC","Hand","MALE",0,58,"GENERAL","Post Graduate","Rs 12,10,87,979
 ~ 12 Crore+","Rs 6,68,17,959
 ~ 6 Crore+",609396,1902,611298,39.94357046,52.59504437,1530404
303,"West Bengal","KRISHNANAGAR","MAHUA MOITRA",1,"AITC","Flowers and Grass","FEMALE",0,44,"GENERAL","Graduate","Rs 2,64,95,250
 ~ 2 Crore+","Rs 6,71,138
 ~ 6 Lacs+",613652,1220,614872,37.68295359,44.992796,1631698
304,"Andhra Pradesh","KURNOOL","AYUSHMAN DOCTOR SANJEEV KUMAR",1,"YSRCP","Ceiling Fan","MALE",0,52,"GENERAL","Post Graduate","Rs 32,59,14,387
 ~ 32 Crore+","Rs 6,20,70,621
 ~ 6 Crore+",603098,2364,605462,38.49068886,50.85044412,1573009
305,"Haryana","KURUKSHETRA","NAYAB SINGH",1,"BJP","Lotus","MALE",0,49,"GENERAL","Graduate Professional","Rs 3,57,85,621
 ~ 3 Crore+","Rs 57,20,000
 ~ 57 Lacs+",686588,2041,688629,41.55038058,55.93312026,1657335
